Question_en,Answer_en
[Result of review] Seller registration was ‘rejected’. Why is that so?,"You can check the detailed reasons through the reviewer's comments, and your application may be rejected for the two reasons below. 1. If the membership review is not completed within 30 days after applying for membership, the status is automatically changed to 'pending', and the membership registration status is automatically changed to 'rejected' on the 180th day from the pending review status. 2. If a product that cannot be handled is confirmed among the applied information, or if it is determined that membership in the Smart Store Center is unsuitable, such as when the business is closed, it will be processed as 'rejected'. In this case, re-examination is not possible because the membership itself is inappropriate. If necessary, please proceed from the beginning through [Sign up].


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Sign up process] Account verification is not possible when signing up.,"Smart Store sales payment settlement and recharge withdrawal must be possible only from an account in the name of the representative or business. If you are a corporate business, you can only do it with an account in the name of the corporation. If the account information you entered when signing up is different from the information registered with the bank, authentication will not be possible, so please check if the information matches. If the account cannot be verified even though all the information matches, please contact us through Talk Talk consultation. ( Consultation categories: New registration/screening/pending, withdrawal/re-subscription > New registration > Account number verification failed > Does not fall under the reasons for failure > Connect to a counselor) ※ Note. · Among domestic businesses, if the name of the account holder is the same as the name of the representative or business name on the business registration certificate, or in the case of a joint representative, if the representative is in the name of the account holder, submission of a copy of the bankbook can be omitted. · Among corporate businesses, if the account holder's name is the same as the corporate name (company name) on the business registration certificate, submission of a copy of the bankbook can be omitted. · When signing up, “The representative’s name and the account holder’s name do not match.” The message is exposed when the seller type is selected as ""individual"" and the account is verified using an account in the business name. · If you wish to register as an “individual,” you must register with an account in the representative’s personal name. If you wish to register with an account in the name of a business, select “Business” as the seller type and proceed with membership registration again.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Results of Review] Seller registration has been ‘on hold’. Why is that so?,"Registration is currently not possible because the documents you submitted are missing or inconsistent with the application information. You can check the detailed “reason for suspension” in the pop-up displayed in the Smart Store Center or in the [Seller Information > Review Review] menu. ※ reference. If you need to reattach documents, please reattach the additional requested documents through the “Submit” button in the [Seller Information > Review Review] menu.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Sign up process] What is the ‘domain/hosting server address’ for the mail order certificate?,"Domain address and Naver host server location are as follows. Domain address · https://sell.smartstore.naver.com Host server location · Street address: 5th floor, KT-IDC, #2, 343 Yatap-dong, Bundang-gu, Seongnam-si, Gyeonggi-do · Road name address: Gyeonggi-do 5th floor, 36, Seongnam-daero 925beon-gil, Bundang-gu, Seongnam-si (Yatap-dong)


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Examination Results] How long does the Smart Store Center examination take?,"Review will be conducted within 3 business days from the date of completion of submission of required documents. Example) If submission is completed on Monday, it will be conducted within Thursday.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Subscription Documents] What is a seal certificate?,"In the case of smart store sellers, the sold amount can be settled into a bankbook in the name of the representative or business/corporation. Accordingly, you must submit a 'seal certificate' along with a copy of the bankbook to accurately confirm the name of the bankbook. ※ Note. · In the case of a corporate branch business, please submit a corporate seal certificate. · If you do not have a representative’s seal certificate, you can substitute a copy of the ‘Personal Signature Confirmation’! caution. · Please submit documents issued within 3 months, masked, excluding date of birth and gender.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Subscription Documents] What is a certificate of all registered information?,"In Smart Store, in the case of corporate businesses, you must submit a certificate of all registered information to accurately confirm that you are a business that is distinct from an individual business. If you are unable to upload when applying for membership, go to the [Seller Information > Review Review] menu. Upload is possible. ! caution. · If there are multiple pages, you must submit all pages. (Please upload documents of more than 2 pages in the 'Additional Documents' section.) · The issue date and issuance confirmation number of each page must be the same.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
[Sign up procedure] Can minors (under 19 years of age) sign up as sales members?,"﻿Please understand that Naver Smart Store does not allow individuals (including sole proprietorships) or corporate businesses under the age of 14 to enter the store. (Smart Store Sales Terms of Use: Article 5 (Establishment of Service Agreement) Paragraph 3) Only 14 Seller members between the ages of 19 and older must submit the documents below at the registration application stage to be considered. ■ 1 copy of domestic personal sales membership/legal representative seal certificate (issued within the last 3 months, date of birth + masking required excluding gender distinction)· 1 copy of family relationship certificate (or document proving legal representative)· Smart Store legal representative consent form 1 copy (seller ID required) Download Naver Smart Store Legal Representative Consent Form》※ Refer to. · Individual/corporate business members between the ages of 14 and under 19 need to submit only the membership screening documents. · In the case of a family relationship certificate, the date of issuance is irrelevant. Please mask the last 6 digits of your resident registration number (excluding date of birth and gender) before submitting. · If it is difficult to submit a certificate of seal impression by a legal representative, it can be replaced with a certificate of signature of the legal representative. ■ Domestic business (representative is a legal minor) sales member · 1 copy of business registration certificate (issued within 1 year) · 1 copy of bankbook in the name of representative (or business) · 1 copy of representative’s seal certificate (issued within 3 months, date of birth + gender classification) Exclusion masking required) · 1 copy of bankbook in the name of the representative (or business operator) ※ Note. · Even if you are a legal representative of a minor, you do not need to submit a separate consent document from your legal representative because the business registration certificate has already been issued after confirmation of your legal representative at the time of issuance. · If the account holder's name is the same as the representative's name or the business name on the business registration certificate, a copy of the bankbook can be omitted. · In the case of joint representatives, if the representative is in the name of the account holder, a copy of the bankbook can be omitted. · Submission of the representative's own seal impression certificate is required, and registration cannot be reviewed by submitting the seal impression certificate of the legal representative. · The representative’s seal certificate can be replaced with a copy of the ‘Personal Signature Confirmation’. · When authenticating a mobile phone in the representative's name, submission of the 'Representative Seal Impression Certificate' can be omitted.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Do simple taxpayers also need to register their mail order business registration number?,"If you are a simplified taxpayer under the Value-Added Tax Act, you do not need to enter your mail-order business registration number. However, if you exceed the simple taxpayer standard, you will be notified of reporting your mail-order business. If you need to change your information to a general business or enter your mail-order business registration number, go to [Seller Information > Information] It can be entered in the [Change Request] menu.※ Note. · Simple businesses can undergo a conversion review even if they do not report mail-order business. · In the case of transfer and acquisition, even if they meet the criteria for exemption from mail-order reporting, the transferee's mail-order report must be submitted according to internal standards. Criteria for entering mail order business report number · Cumulative sales amount of KRW 80 million or more in the previous year or sales amount of KRW 80 million or more from January 1 of the current year Seller type: Simplified business
Mail order business report number entry criteria (total in case of multiple accounts) Cumulative sales amount of KRW 80 million or more in the previous year or sales amount of KRW 80 million or more from January 1 of the current year
Information when standards are exceeded Information on non-reporting of mail order business (login pop-up notification/EMS sent)               To print the ‘Purchase Safety Service Use Confirmation’ to issue a mail order business report, print [Purchase Safety Service Use Confirmation] at the top of the [Seller Information > Seller Information Management] menu. After doing so, please submit it to the relevant agency to receive it. ※ reference. · You can download even when your subscription is under review.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

Where can I obtain a certificate of use of the purchase safety service?



Close help"
[Sign up process] What is the Naver Pay order management fee?,"This fee includes not only payment but also all services provided through the seller center, such as product order/delivery management, delivery tracking, safety number, customer management/marketing, etc., and is generated based on the payment amount (product order number). Naver Pay order management Fees are charged according to the sales level reported to the National Tax Service, regardless of payment method by small/medium/general level. Naver Pay order management fee (VAT included) Classification fee based on sales (VAT included)
Zero 1.980%
Small/medium 1 2.585%
Small/medium 2 2.750%
Small/Medium 3 3.025%
General 3.630%
The National Tax Service's rating calculation standards and sales volume based on sales are based on the total sales amount of the business reported by the seller to the National Tax Service. (Includes in-house mall / Naver Pay affiliated stores) Detailed rating criteria based on sales volume For businesses with reporting records to the National Tax Service during the 'period for rating calculation data', the rating is calculated based on the total sales amount reported to the National Tax Service. However, during the rating calculation period. In the case of a business that has been in business for less than 1 year, the sales during that period are converted to 12 months and the National Tax Service calculates the rating. ex) If the business was founded in September 2022 and the sales generated between September and December are 200 million won, the sales amount is reduced to 1/4. Applied as monthly sales Grade calculation based on history The National Tax Service's sales rating is updated twice a year (at the end of January and the end of July). You can check the sales amount corresponding to the target period on the National Tax Service website, and you can check the credit finance association website for inquiries related to affiliated store ratings. Please.※ Note. If you sign up with a newly issued business number after the National Tax Service rating update is reflected, even if the actual National Tax Service rating is “small/small”, it will be reflected as “general” and the National Tax Service rating will be reflected in accordance with the subsequent update period. Example) National Tax Service rating at the end of January Reflection completed / New subscription to Smart Store in March / National Tax Service rating ""Zero"" → ""General"" until the National Tax Service rating update at the end of July → Reflected based on the National Tax Service rating (zero) after the National Tax Service rating update at the end of July · Fee applied based on the 'General' rating If you fall under the card fee preferential policy for small and medium-sized businesses, the card fee for the previous half year will be refunded retroactively. Go to preferential fee refund policy 》 Go to National Tax Service sales inquiry Hometax 》 (Log in and check in the 'Credit card sales data inquiry' menu) Credit Finance Go to Association 》 (Sales inquiry after logging in, available only to businesses registered as card company affiliates) Go to check types of smart store fees》 》 1st half of 2024 Grade calculation data Target period / Individual business (taxation): July 2022 - 2023 June (sum of tax base for the year in the two immediately preceding tax periods) · Individual business (tax-exempt): January 2022 - December 2022 (business status report for the year immediately preceding the end date of the second half of the year) · Individual business (simplified): 2022 January to December 2022 (individuals who are simplified taxpayers, businesses issuing tax invoices for simplified taxpayers) · Corporations: January 2022 to December 2022 (based on the most recent corporate tax return) For more information on small and medium-sized business fee ratings in the first half of 2024, Please refer to the notice. Click here to see the notice on application of grades for small and medium-sized business owners in the first half of 2024》​


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
